transaccion_id,cuenta_id,cliente_id,fecha_hora,monto,moneda,tipo_transaccion,canal,sucursal_id,producto
TXN-00020001,CTA-295216,CLI-16569,2026-06-20 18:30:00,856227.28,CRC,transferencia,web,LI-001,Préstamo Personal
TXN-00020002,CTA-860931,CLI-69696,2026-06-22 16:50:00,3628970.32,CRC,transferencia,sucursal,CA-001,Cuenta Corriente
TXN-00020003,CTA-712468,CLI-10192,2026-06-27 21:43:00,1724010.89,CRC,deposito,sinpe,LI-002,Cuenta Corriente
TXN-00020004,CTA-377614,CLI-15685,2026-06-25 13:25:00,362144.17,CRC,deposito,sucursal,AL-001,Cuenta Corriente
TXN-00020005,CTA-644803,CLI-37552,2026-06-22 23:21:00,3499581.04,CRC,transferencia,sinpe,LI-002,Préstamo Hipotecario
TXN-00020006,CTA-797810,CLI-36065,2026-06-23 11:46:00,1599439.54,CRC,pago,sinpe,AL-001,Cuenta Ahorro
TXN-00020007,CTA-325890,CLI-55562,2026-06-08 18:46:00,2878053.48,CRC,comision,web,LI-001,Cuenta Ahorro
TXN-00020008,CTA-174172,CLI-59973,2026-06-02 13:14:00,4072027.05,CRC,deposito,web,SJ-002,Préstamo Hipotecario
TXN-00020009,CTA-442867,CLI-72627,2026-06-08 00:01:00,172487.85,CRC,retiro,web,AL-001,Cuenta Ahorro
TXN-00020010,CTA-687868,CLI-27551,2026-06-02 03:36:00,775923.03,CRC,retiro,app_movil,CA-001,Cuenta Corriente
TXN-00020011,CTA-793162,CLI-57434,2026-06-06 07:14:00,1707512.98,CRC,retiro,sucursal,LI-002,Cuenta Ahorro
TXN-00020012,CTA-244530,CLI-55346,2026-06-11 15:45:00,2414633.17,CRC,transferencia,web,SJ-002,Tarjeta Crédito
TXN-00020013,CTA-575075,CLI-76002,2026-06-12 20:01:00,3923774.4,CRC,retiro,app_movil,SJ-002,Cuenta Corriente
TXN-00020014,CTA-877331,CLI-32099,2026-06-21 01:57:00,1623135.5,CRC,pago,app_movil,SJ-002,Cuenta Corriente
TXN-00020015,CTA-487663,CLI-71105,2026-06-17 13:52:00,2801650.65,CRC,comision,app_movil,CA-001,Cuenta Corriente
TXN-00020016,CTA-715967,CLI-23686,2026-06-23 16:20:00,693859.25,CRC,deposito,sucursal,SJ-002,Cuenta Corriente
TXN-00020017,CTA-998439,CLI-72538,2026-06-10 13:24:00,3109774.37,CRC,transferencia,sinpe,LI-001,Cuenta Ahorro
TXN-00020018,CTA-191585,CLI-57141,2026-06-19 07:10:00,4977839.34,CRC,pago,atm,CA-001,Préstamo Hipotecario
TXN-00020019,CTA-533239,CLI-94002,2026-06-16 09:31:00,1057484.07,CRC,pago,sinpe,PU-001,Préstamo Hipotecario
TXN-00020020,CTA-825293,CLI-53283,2026-06-20 03:19:00,3101977.63,CRC,retiro,app_movil,SJ-002,Préstamo Personal
TXN-00020021,CTA-774890,CLI-24352,2026-06-14 19:15:00,4072246.93,CRC,transferencia,sucursal,LI-002,Cuenta Corriente
TXN-00020022,CTA-218872,CLI-73378,2026-06-28 06:04:00,771496.29,CRC,deposito,sucursal,CA-001,Cuenta Ahorro
TXN-00020023,CTA-986467,CLI-93373,2026-06-20 14:51:00,3459210.55,CRC,retiro,sinpe,HE-001,Cuenta Ahorro
TXN-00020024,CTA-696156,CLI-23011,2026-06-16 03:03:00,4616714.13,CRC,pago,web,SJ-001,Préstamo Personal
TXN-00020025,CTA-394984,CLI-11401,2026-06-06 17:10:00,1707472.87,CRC,transferencia,app_movil,SJ-001,Préstamo Personal
TXN-00020026,CTA-460394,CLI-92473,2026-06-23 02:14:00,595314.99,CRC,deposito,atm,LI-001,Cuenta Corriente
TXN-00020027,CTA-905308,CLI-71871,2026-06-30 01:09:00,3096004.74,CRC,pago,sucursal,SJ-001,Cuenta Ahorro
