transaccion_id,cuenta_id,cliente_id,fecha_hora,monto,moneda,tipo_transaccion,canal,sucursal_id,producto
TXN-00010001,CTA-964743,CLI-76433,2026-06-07 02:10:00,585277.54,CRC,comision,web,SJ-002,Préstamo Hipotecario
TXN-00010002,CTA-554424,CLI-13961,2026-06-30 03:47:00,2774861.38,CRC,pago,app_movil,SJ-002,Préstamo Hipotecario
TXN-00010003,CTA-709931,CLI-52184,2026-06-15 00:58:00,3455494.43,CRC,pago,sucursal,SJ-002,Tarjeta Crédito
TXN-00010004,CTA-878021,CLI-76531,2026-06-05 00:54:00,2787603.79,CRC,transferencia,atm,PU-001,Cuenta Ahorro
TXN-00010005,CTA-466260,CLI-36166,2026-06-18 17:58:00,3129817.27,CRC,transferencia,app_movil,SJ-002,Tarjeta Crédito
TXN-00010006,CTA-399789,CLI-84718,2026-06-11 02:28:00,2484985.81,CRC,retiro,sucursal,HE-001,Cuenta Corriente
TXN-00010007,CTA-594002,CLI-91552,2026-06-25 13:31:00,3844783.69,CRC,comision,sucursal,SJ-002,Tarjeta Crédito
TXN-00010008,CTA-335281,CLI-87301,2026-06-17 02:45:00,1788959.64,CRC,deposito,web,PU-001,Cuenta Ahorro
TXN-00010009,CTA-994540,CLI-97036,2026-06-18 16:00:00,4151211.2,CRC,transferencia,sucursal,LI-002,Cuenta Ahorro
TXN-00010010,CTA-862741,CLI-85213,2026-06-28 23:34:00,660029.87,CRC,comision,sinpe,PU-001,Cuenta Corriente
TXN-00010011,CTA-291128,CLI-73027,2026-06-21 01:22:00,3267010.1,CRC,deposito,atm,SJ-001,Cuenta Ahorro
TXN-00010012,CTA-996958,CLI-31142,2026-06-07 07:52:00,1174447.12,CRC,retiro,web,LI-002,Cuenta Ahorro
TXN-00010013,CTA-590539,CLI-24447,2026-06-25 00:43:00,559126.71,CRC,pago,sinpe,PU-001,Cuenta Corriente
TXN-00010014,CTA-208754,CLI-74513,2026-06-09 18:38:00,1696753.88,CRC,comision,app_movil,CA-001,Cuenta Corriente
TXN-00010015,CTA-436258,CLI-11630,2026-06-17 08:02:00,1491136.79,CRC,retiro,atm,AL-001,Préstamo Personal
TXN-00010016,CTA-286586,CLI-19369,2026-06-30 06:40:00,1832803.84,CRC,deposito,sucursal,CA-001,Tarjeta Crédito
TXN-00010017,CTA-374552,CLI-48896,2026-06-22 13:07:00,459186.01,CRC,deposito,app_movil,PU-001,Tarjeta Crédito
TXN-00010018,CTA-417582,CLI-38912,2026-06-21 19:57:00,3023122.88,CRC,deposito,atm,LI-002,Cuenta Ahorro
TXN-00010019,CTA-752109,CLI-21050,2026-06-08 09:42:00,3554550.29,CRC,deposito,app_movil,LI-002,Préstamo Personal
TXN-00010020,CTA-142385,CLI-63194,2026-06-14 21:08:00,1755653.91,CRC,transferencia,sucursal,PU-001,Cuenta Corriente
TXN-00010021,CTA-663434,CLI-63100,2026-06-09 04:03:00,128519.32,CRC,transferencia,sucursal,SJ-001,Cuenta Ahorro
TXN-00010022,CTA-973989,CLI-12904,2026-06-08 02:54:00,1516954.24,CRC,transferencia,sucursal,SJ-001,Cuenta Ahorro
TXN-00010023,CTA-110071,CLI-44289,2026-06-13 16:13:00,4503647.8,CRC,retiro,sinpe,LI-002,Tarjeta Crédito
TXN-00010024,CTA-178974,CLI-36367,2026-06-23 19:18:00,243833.42,CRC,pago,web,LI-001,Cuenta Ahorro
TXN-00010025,CTA-745284,CLI-41070,2026-06-14 10:59:00,101062.65,CRC,retiro,app_movil,LI-001,Cuenta Corriente
TXN-00010026,CTA-822791,CLI-82103,2026-06-25 00:35:00,4474548.45,CRC,pago,atm,LI-001,Cuenta Ahorro
TXN-00010027,CTA-735396,CLI-49008,2026-06-03 22:53:00,801004.21,CRC,transferencia,web,CA-001,Tarjeta Crédito
TXN-00010028,CTA-717093,CLI-25213,2026-06-10 23:58:00,99057.11,CRC,retiro,app_movil,SJ-002,Préstamo Hipotecario
TXN-00010029,CTA-644875,CLI-38056,2026-06-23 06:31:00,3264957.52,CRC,transferencia,web,PU-001,Cuenta Corriente
TXN-00010030,CTA-900155,CLI-65498,2026-06-30 07:20:00,4449242.54,CRC,retiro,app_movil,LI-002,Préstamo Hipotecario
TXN-00010031,CTA-704901,CLI-74860,2026-06-28 01:36:00,2285865.88,CRC,comision,sucursal,AL-001,Tarjeta Crédito
TXN-00010032,CTA-364503,CLI-78110,2026-06-26 07:38:00,872287.28,CRC,deposito,web,CA-001,Tarjeta Crédito
TXN-00010033,CTA-109242,CLI-25642,2026-06-07 09:37:00,2514449.19,CRC,pago,atm,PU-001,Cuenta Corriente
TXN-00010034,CTA-391221,CLI-69170,2026-06-05 08:06:00,2389724.22,CRC,transferencia,app_movil,LI-002,Cuenta Ahorro
TXN-00010035,CTA-763380,CLI-77518,2026-06-30 08:07:00,4980060.1,CRC,deposito,atm,SJ-002,Préstamo Personal
TXN-00010036,CTA-861744,CLI-11837,2026-06-09 16:55:00,2142569.76,CRC,comision,web,PU-001,Préstamo Hipotecario
TXN-00010037,CTA-119829,CLI-37564,2026-06-01 07:17:00,878781.05,CRC,comision,app_movil,SJ-002,Préstamo Hipotecario
TXN-00010038,CTA-582987,CLI-17544,2026-06-30 14:55:00,3510481.57,CRC,transferencia,web,SJ-002,Préstamo Personal
TXN-00010039,CTA-402857,CLI-14944,2026-06-16 09:56:00,1484677.81,CRC,comision,sinpe,LI-001,Préstamo Hipotecario
TXN-00010040,CTA-306748,CLI-74299,2026-06-23 18:50:00,4418862.48,CRC,retiro,app_movil,LI-001,Préstamo Hipotecario
TXN-00010041,CTA-196334,CLI-82784,2026-06-10 07:52:00,1535932.5,CRC,deposito,sinpe,SJ-001,Tarjeta Crédito
TXN-00010042,CTA-527532,CLI-12245,2026-06-26 08:58:00,2931207.56,CRC,transferencia,web,AL-001,Cuenta Ahorro
TXN-00010043,CTA-677226,CLI-49960,2026-06-03 12:53:00,1160474.84,CRC,retiro,sucursal,LI-002,Cuenta Ahorro
