transaccion_id,cuenta_id,cliente_id,fecha_hora,monto,moneda,tipo_transaccion,canal,sucursal_id,producto
TXN-00015001,CTA-443617,CLI-91256,2026-06-12 09:08:00,1379134.34,CRC,deposito,sucursal,LI-002,Cuenta Corriente
TXN-00015002,CTA-196771,CLI-33346,2026-06-20 00:33:00,2542061.45,CRC,comision,sinpe,CA-001,Préstamo Personal
TXN-00015003,CTA-661855,CLI-10015,2026-06-04 08:23:00,4067120.62,CRC,comision,sucursal,HE-001,Tarjeta Crédito
TXN-00015004,CTA-976371,CLI-44271,2026-06-26 02:39:00,4622879.1,CRC,transferencia,web,LI-001,Tarjeta Crédito
TXN-00015005,CTA-882245,CLI-41545,2026-06-27 01:32:00,2302423.54,CRC,comision,sinpe,HE-001,Cuenta Corriente
TXN-00015006,CTA-384229,CLI-12448,2026-06-09 07:56:00,1523183.32,CRC,comision,web,LI-001,Préstamo Hipotecario
TXN-00015007,CTA-606962,CLI-67528,2026-06-28 03:17:00,4493822.03,CRC,transferencia,atm,SJ-002,Tarjeta Crédito
TXN-00015008,CTA-735141,CLI-43164,2026-06-18 05:27:00,3797611.93,CRC,retiro,app_movil,LI-002,Tarjeta Crédito
TXN-00015009,CTA-961573,CLI-91117,2026-06-26 21:47:00,2924582.42,CRC,transferencia,sinpe,SJ-001,Tarjeta Crédito
TXN-00015010,CTA-959878,CLI-18157,2026-06-30 08:04:00,1258074.63,CRC,transferencia,web,HE-001,Tarjeta Crédito
TXN-00015011,CTA-745685,CLI-74652,2026-06-17 14:30:00,3831638.69,CRC,deposito,web,LI-001,Cuenta Corriente
TXN-00015012,CTA-873241,CLI-26192,2026-06-25 11:49:00,1143260.96,CRC,retiro,app_movil,AL-001,Cuenta Corriente
TXN-00015013,CTA-482621,CLI-28291,2026-06-23 09:18:00,3689545.16,CRC,pago,web,SJ-002,Préstamo Hipotecario
TXN-00015014,CTA-497482,CLI-94319,2026-06-23 01:58:00,845529.05,CRC,comision,atm,SJ-001,Tarjeta Crédito
TXN-00015015,CTA-236941,CLI-39718,2026-06-03 13:57:00,2424855.14,CRC,transferencia,sinpe,AL-001,Préstamo Hipotecario
TXN-00015016,CTA-262946,CLI-23860,2026-06-03 20:15:00,1912032.49,CRC,comision,app_movil,AL-001,Préstamo Hipotecario
TXN-00015017,CTA-414326,CLI-13599,2026-06-26 09:38:00,4764224.74,CRC,pago,web,AL-001,Préstamo Hipotecario
TXN-00015018,CTA-680998,CLI-61160,2026-06-20 06:24:00,3365709.93,CRC,retiro,web,LI-001,Tarjeta Crédito
TXN-00015019,CTA-383418,CLI-91491,2026-06-15 05:59:00,4676258.57,CRC,pago,web,LI-001,Cuenta Corriente
TXN-00015020,CTA-121506,CLI-63133,2026-06-19 07:30:00,2651849.56,CRC,transferencia,web,SJ-001,Cuenta Ahorro
TXN-00015021,CTA-842260,CLI-20596,2026-06-14 17:17:00,636655.13,CRC,retiro,app_movil,AL-001,Tarjeta Crédito
TXN-00015022,CTA-693770,CLI-16214,2026-06-16 02:42:00,4171519.71,CRC,retiro,sucursal,SJ-001,Cuenta Corriente
TXN-00015023,CTA-104015,CLI-43841,2026-06-21 13:09:00,4952383.55,CRC,comision,app_movil,LI-001,Préstamo Personal
TXN-00015024,CTA-153851,CLI-43010,2026-06-25 21:20:00,741657.72,CRC,deposito,sinpe,HE-001,Préstamo Hipotecario
TXN-00015025,CTA-349427,CLI-63798,2026-06-28 23:35:00,1789270.16,CRC,transferencia,sinpe,LI-002,Préstamo Hipotecario
TXN-00015026,CTA-354612,CLI-31325,2026-06-29 00:25:00,1520333.54,CRC,retiro,atm,PU-001,Préstamo Hipotecario
TXN-00015027,CTA-963211,CLI-85885,2026-06-03 07:49:00,4507461.61,CRC,retiro,web,SJ-002,Cuenta Ahorro
TXN-00015028,CTA-410555,CLI-17848,2026-06-16 07:44:00,2325128.37,CRC,comision,app_movil,HE-001,Préstamo Personal
TXN-00015029,CTA-275262,CLI-41661,2026-06-11 19:30:00,3317976.69,CRC,comision,sucursal,AL-001,Préstamo Personal
TXN-00015030,CTA-182663,CLI-34097,2026-06-20 17:00:00,2016679.53,CRC,comision,sinpe,HE-001,Préstamo Hipotecario
TXN-00015031,CTA-157068,CLI-72269,2026-06-14 23:50:00,4713487.95,CRC,comision,atm,HE-001,Préstamo Hipotecario
